Type1	Type2	Type3	Offense(Stab1,Stab2)	Defense(Stab1,Stab2)
'Fire', 'Rock'	'Fighting', 'Dark'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Rock'	'Fighting', 'None_Type'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Ghost'	'Fire', 'None_Type'	'Dragon', 'Fairy'	0.5, 1.0	0.5, 1.0
'Fire', 'Ghost'	'Water', 'Ghost'	'Grass', 'Ghost'	0.5, 2.0	2.0
'Fire', 'Ghost'	'Water', 'None_Type'	'Grass', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'Ghost'	'Water', 'None_Type'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Ghost'	'Electric', 'Poison'	'Flying', 'Dragon'	1.0	0.5, 1.0
'Fire', 'Ghost'	'Electric', 'Rock'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Ghost'	'Electric', 'Ghost'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Fire', 'Ghost'	'Electric', 'Steel'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Ghost'	'Flying', 'Ghost'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Fire', 'Ghost'	'Rock', 'Ghost'	'Ghost', 'Steel'	0.5, 2.0	2.0
'Fire', 'Ghost'	'Rock', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Dragon'	'Water', 'Dragon'	'Grass', 'Dragon'	0.25, 2.0	1.0, 2.0
'Fire', 'Dragon'	'Ice', 'Fighting'	'Ground', 'None_Type'	1.0, 2.0	1.0
'Fire', 'Dragon'	'Ice', 'Psychic'	'Ground', 'None_Type'	1.0, 2.0	1.0
'Fire', 'Dragon'	'Ice', 'Ghost'	'Ground', 'None_Type'	1.0, 2.0	1.0
'Fire', 'Dragon'	'Ice', 'Dark'	'Poison', 'Ground'	1.0, 2.0	1.0
'Fire', 'Dragon'	'Ice', 'Dark'	'Ground', 'None_Type'	1.0, 2.0	1.0
'Fire', 'Dragon'	'Ice', 'None_Type'	'Poison', 'Ground'	1.0, 2.0	1.0
'Fire', 'Dragon'	'Ice', 'None_Type'	'Ground', 'Psychic'	1.0, 2.0	1.0
'Fire', 'Dragon'	'Ice', 'None_Type'	'Ground', 'Ghost'	1.0, 2.0	1.0
'Fire', 'Dragon'	'Ice', 'None_Type'	'Ground', 'Dark'	1.0, 2.0	1.0
'Fire', 'Dragon'	'Ice', 'None_Type'	'Ground', 'None_Type'	1.0, 2.0	1.0
'Fire', 'Dark'	'Water', 'Poison'	'Electric', 'Ghost'	0.5, 1.0	1.0, 2.0
'Fire', 'Dark'	'Water', 'Bug'	'Electric', 'Bug'	1.0	1.0, 2.0
'Fire', 'Dark'	'Water', 'Dark'	'Grass', 'Dark'	0.5	0.5, 2.0
'Fire', 'Dark'	'Water', 'None_Type'	'Grass', 'Poison'	0.5, 1.0	1.0, 2.0
'Fire', 'Dark'	'Water', 'None_Type'	'Grass', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'Dark'	'Water', 'None_Type'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Dark'	'Electric', 'Rock'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Dark'	'Electric', 'Ghost'	'Flying', 'Rock'	1.0, 2.0	0.5, 1.0
'Fire', 'Dark'	'Electric', 'Dark'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Fire', 'Dark'	'Electric', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Dark'	'Electric', 'Steel'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Dark'	'Grass', 'Poison'	'Ground', 'Fairy'	1.0, 2.0	0.5, 1.0
'Fire', 'Dark'	'Grass', 'Flying'	'Fighting', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Dark'	'Grass', 'None_Type'	'Ground', 'Fairy'	1.0, 2.0	0.5, 1.0
'Fire', 'Dark'	'Fighting', 'Flying'	'Flying', 'Steel'	0.5, 1.0	1.0, 2.0
'Fire', 'Dark'	'Poison', 'Dark'	'Flying', 'Dark'	0.5, 1.0	0.5, 1.0
'Fire', 'Dark'	'Poison', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Dark'	'Flying', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Dark'	'Rock', 'Dark'	'Dark', 'Steel'	0.5	0.5, 2.0
'Fire', 'Dark'	'Rock', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Steel'	'Water', 'Steel'	'Electric', 'Steel'	0.25, 1.0	0.25, 2.0
'Fire', 'Fairy'	'Water', 'Psychic'	'Grass', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Water', 'Psychic'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Water', 'Ghost'	'Grass', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Water', 'Ghost'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Water', 'Ghost'	'Flying', 'Dark'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Water', 'Ghost'	'Dark', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Water', 'Steel'	'Electric', 'Dark'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Water', 'None_Type'	'Grass', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Water', 'None_Type'	'Grass', 'Psychic'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Water', 'None_Type'	'Grass', 'Ghost'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Water', 'None_Type'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Electric', 'Fighting'	'Flying', 'Rock'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Electric', 'Fighting'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Electric', 'Rock'	'Grass', 'Psychic'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Electric', 'Rock'	'Grass', 'Ghost'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Electric', 'Rock'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Electric', 'Rock'	'Fighting', 'Psychic'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Electric', 'Rock'	'Fighting', 'Ghost'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Electric', 'Rock'	'Fighting', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Electric', 'Dark'	'Poison', 'Flying'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Electric', 'Dark'	'Poison', 'Ghost'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Electric', 'Dark'	'Flying', 'Rock'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Electric', 'Dark'	'Rock', 'Ghost'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Ice', 'Ghost'	'Poison', 'Flying'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Ice', 'Ghost'	'Poison', 'Psychic'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Fighting', 'Psychic'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Fighting', 'Ghost'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Fighting', 'None_Type'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Fairy'	'Poison', 'Ghost'	'Flying', 'Dark'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Poison', 'Ghost'	'Dark', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Rock', 'Ghost'	'Dark', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Fairy'	'Rock', 'None_Type'	'Dark', 'Steel'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'Fighting'	'Grass', 'Fighting'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'Fighting'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'Psychic'	'Grass', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'Psychic'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'Ghost'	'Grass', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'Ghost'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'Dark'	'Grass', 'Poison'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'Dark'	'Grass', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'Dark'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'None_Type'	'Grass', 'Fighting'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'None_Type'	'Grass', 'Poison'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'None_Type'	'Grass', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'None_Type'	'Grass', 'Psychic'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'None_Type'	'Grass', 'Ghost'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'None_Type'	'Grass', 'Dark'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Water', 'None_Type'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Electric', 'Rock'	'Grass', 'Psychic'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Electric', 'Rock'	'Grass', 'Ghost'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Electric', 'Rock'	'Grass', 'Dark'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Electric', 'Rock'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Electric', 'Steel'	'Rock', 'Ghost'	1.0, 2.0	0.5, 1.0
'Fire', 'None_Type'	'Electric', 'Steel'	'Rock', 'Dark'	1.0, 2.0	0.5, 1.0
'Fire', 'None_Type'	'Electric', 'Steel'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'None_Type'	'Psychic', 'Steel'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'None_Type'	'Rock', 'Ghost'	'Steel', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Rock', 'Dark'	'Steel', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Rock', 'None_Type'	'Ghost', 'Steel'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Rock', 'None_Type'	'Dark', 'Steel'	0.5, 1.0	1.0, 2.0
'Fire', 'None_Type'	'Rock', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0, 2.0
'Water', 'Electric'	'Electric', 'Poison'	'Ice', 'Ghost'	0.5, 1.0	1.0
'Water', 'Electric'	'Electric', 'Bug'	'Ice', 'Poison'	0.5, 1.0	1.0
'Water', 'Electric'	'Electric', 'Bug'	'Ice', 'Ghost'	0.5, 1.0	1.0
'Water', 'Electric'	'Electric', 'Bug'	'Ice', 'Fairy'	0.5, 1.0	1.0
'Water', 'Electric'	'Grass', 'Rock'	'Fighting', 'Flying'	0.5, 1.0	1.0, 2.0
'Water', 'Grass'	'Ice', 'Steel'	'Steel', 'Fairy'	0.5, 1.0	0.5, 1.0
'Water', 'Grass'	'Fighting', 'Steel'	'Psychic', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Grass'	'Bug', 'Ghost'	'Rock', 'Steel'	0.5, 1.0	1.0, 2.0
'Water', 'Grass'	'Bug', 'Dark'	'Rock', 'Steel'	0.5, 1.0	1.0, 2.0
'Water', 'Grass'	'Bug', 'None_Type'	'Rock', 'Steel'	0.5, 1.0	1.0, 2.0
'Water', 'Grass'	'Ghost', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Grass'	'Dark', 'Steel'	'Steel', 'Fairy'	0.5, 1.0	0.5, 1.0
'Water', 'Grass'	'Dark', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Ice'	'Water', 'Ground'	'Bug', 'Steel'	1.0	0.5, 1.0
'Water', 'Ice'	'Psychic', 'Rock'	'Bug', 'Rock'	1.0, 2.0	1.0, 2.0
'Water', 'Ice'	'Bug', 'Rock'	'Rock', 'Dark'	1.0, 2.0	1.0, 2.0
'Water', 'Fighting'	'Fighting', 'Bug'	'Bug', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Fighting'	'Fighting', 'Dragon'	'Poison', 'Steel'	0.5, 1.0	1.0
'Water', 'Fighting'	'Poison', 'Rock'	'Flying', 'None_Type'	1.0, 2.0	0.5, 1.0
'Water', 'Fighting'	'Poison', 'Rock'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Water', 'Fighting'	'Poison', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'Fighting'	'Flying', 'None_Type'	'Rock', 'Dragon'	0.5, 1.0	1.0, 2.0
'Water', 'Fighting'	'Steel', 'None_Type'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Water', 'Poison'	'Water', 'Flying'	'Water', 'Dark'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Water', 'Flying'	'Water', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Water', 'Psychic'	'Grass', 'Ice'	0.5, 1.0	0.5, 2.0
'Water', 'Poison'	'Water', 'Dark'	'Water', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Water', 'Dark'	'Ice', 'Dragon'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Water', 'Dark'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Water', 'None_Type'	'Ice', 'Dragon'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Electric', 'Ghost'	'Dark', 'Fairy'	0.5, 1.0	1.0, 2.0
'Water', 'Poison'	'Grass', 'Poison'	'Fighting', 'Ghost'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Grass', 'Poison'	'Fighting', 'Dragon'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Grass', 'Flying'	'Psychic', 'Bug'	0.5, 2.0	1.0
'Water', 'Poison'	'Grass', 'Ghost'	'Bug', 'None_Type'	0.5, 1.0	1.0
'Water', 'Poison'	'Fighting', 'Psychic'	'Flying', 'Rock'	1.0	0.5, 2.0
'Water', 'Poison'	'Fighting', 'Ghost'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Fighting', 'Ghost'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Poison', 'Flying'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Poison', 'Flying'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Poison', 'Dark'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Poison'	'Poison', 'None_Type'	'Bug', 'Ghost'	0.5, 1.0	0.5, 1.0
'Water', 'Ground'	'Ice', 'Bug'	'Poison', 'Bug'	0.5, 1.0	1.0
'Water', 'Ground'	'Poison', 'Bug'	'Bug', 'None_Type'	1.0	0.5, 1.0
'Water', 'Ground'	'Bug', 'Steel'	'Bug', 'None_Type'	1.0	0.5, 1.0
'Water', 'Ground'	'Bug', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'Flying'	'Water', 'Psychic'	'Water', 'Fairy'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Water', 'Psychic'	'Water', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Water', 'Psychic'	'Flying', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Water', 'Psychic'	'Steel', 'Fairy'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Water', 'Psychic'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Water', 'Ghost'	'Water', 'Fairy'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Water', 'Ghost'	'Water', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Water', 'Dark'	'Water', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Water', 'Fairy'	'Water', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Water', 'Fairy'	'Ice', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Grass', 'Steel'	'Ice', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Ice', 'Steel'	'Flying', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Ice', 'Steel'	'Steel', 'Fairy'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Fighting', 'Psychic'	'Rock', 'Dragon'	1.0, 2.0	0.5, 1.0
'Water', 'Flying'	'Fighting', 'Ghost'	'Rock', 'Dragon'	1.0, 2.0	0.5, 1.0
'Water', 'Flying'	'Fighting', 'Dark'	'Rock', 'Dragon'	1.0, 2.0	0.5, 1.0
'Water', 'Flying'	'Fighting', 'None_Type'	'Rock', 'Dragon'	1.0, 2.0	0.5, 1.0
'Water', 'Flying'	'Ghost', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Dark', 'Steel'	'Steel', 'Fairy'	0.5, 1.0	0.5, 1.0
'Water', 'Flying'	'Dark', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Psychic'	'Water', 'Fairy'	'Water', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Psychic'	'Water', 'None_Type'	'Ice', 'Dragon'	0.5, 1.0	0.5, 1.0
'Water', 'Psychic'	'Electric', 'Steel'	'Fighting', 'Dragon'	0.5, 1.0	0.5, 2.0
'Water', 'Psychic'	'Grass', 'None_Type'	'Fighting', 'Flying'	0.5, 1.0	1.0, 2.0
'Water', 'Psychic'	'Ice', 'Poison'	'Bug', 'Dragon'	1.0, 2.0	0.5, 1.0
'Water', 'Psychic'	'Poison', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'Psychic'	'Ground', 'Steel'	'Ghost', 'Steel'	0.5, 2.0	0.5, 1.0
'Water', 'Psychic'	'Flying', 'Psychic'	'Psychic', 'Fairy'	0.5, 1.0	0.5, 1.0
'Water', 'Psychic'	'Flying', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Psychic'	'Psychic', 'Fairy'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Psychic'	'Bug', 'Fairy'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Water', 'Psychic'	'Bug', 'None_Type'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Water', 'Bug'	'Water', 'None_Type'	'Ice', 'Dragon'	0.5, 1.0	0.5, 1.0
'Water', 'Bug'	'Electric', 'Ghost'	'Ice', 'Dark'	0.5, 1.0	1.0, 2.0
'Water', 'Bug'	'Grass', 'Poison'	'Ground', 'Dragon'	0.5, 1.0	1.0
'Water', 'Bug'	'Grass', 'Rock'	'Bug', 'Rock'	1.0, 2.0	1.0, 2.0
'Water', 'Bug'	'Ice', 'Ghost'	'Ice', 'Fairy'	0.5, 1.0	0.5, 1.0
'Water', 'Bug'	'Fighting', 'Bug'	'Fighting', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Bug'	'Fighting', 'Bug'	'Bug', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Bug'	'Poison', 'Bug'	'Ground', 'Dragon'	0.5, 1.0	1.0
'Water', 'Bug'	'Psychic', 'Steel'	'Bug', 'Dragon'	1.0	0.5, 1.0
'Water', 'Bug'	'Psychic', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'Bug'	'Bug', 'Dragon'	'Dark', 'Steel'	0.5, 1.0	1.0
'Water', 'Bug'	'Dragon', 'None_Type'	'Dark', 'Steel'	0.5, 1.0	1.0
'Water', 'Rock'	'Water', 'Fairy'	'Flying', 'Steel'	0.5, 1.0	1.0
'Water', 'Rock'	'Electric', 'Psychic'	'Bug', 'Fairy'	1.0	1.0, 2.0
'Water', 'Rock'	'Electric', 'Psychic'	'Bug', 'None_Type'	1.0	1.0, 2.0
'Water', 'Rock'	'Electric', 'Psychic'	'Rock', 'Ghost'	1.0	1.0, 2.0
'Water', 'Rock'	'Electric', 'Dark'	'Bug', 'None_Type'	1.0	1.0, 2.0
'Water', 'Rock'	'Fighting', 'Psychic'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Water', 'Rock'	'Fighting', 'Ghost'	'Flying', 'Dark'	0.5, 1.0	1.0, 2.0
'Water', 'Rock'	'Fighting', 'Ghost'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Water', 'Rock'	'Fighting', 'Dark'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Water', 'Rock'	'Fighting', 'Fairy'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Water', 'Rock'	'Fighting', 'None_Type'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Water', 'Rock'	'Flying', 'Steel'	'Ghost', 'Dragon'	1.0	0.5, 1.0
'Water', 'Rock'	'Flying', 'Steel'	'Dragon', 'Dark'	1.0	0.5, 1.0
'Water', 'Rock'	'Flying', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'Ghost'	'Water', 'Fairy'	'Water', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Ghost'	'Water', 'None_Type'	'Ice', 'Dragon'	0.5, 1.0	0.5, 1.0
'Water', 'Ghost'	'Water', 'None_Type'	'Dragon', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Ghost'	'Grass', 'Flying'	'Poison', 'Psychic'	0.5, 1.0	1.0, 2.0
'Water', 'Ghost'	'Grass', 'Fairy'	'Rock', 'Steel'	0.5, 1.0	1.0, 2.0
'Water', 'Ghost'	'Grass', 'None_Type'	'Poison', 'Psychic'	0.5, 1.0	1.0, 2.0
'Water', 'Ghost'	'Grass', 'None_Type'	'Psychic', 'Bug'	0.5, 1.0	1.0, 2.0
'Water', 'Ghost'	'Poison', 'Ground'	'Dark', 'Fairy'	1.0, 2.0	0.5, 1.0
'Water', 'Ghost'	'Poison', 'Rock'	'Flying', 'Dark'	1.0, 2.0	0.5, 1.0
'Water', 'Ghost'	'Poison', 'Rock'	'Dark', 'Fairy'	1.0, 2.0	0.5, 1.0
'Water', 'Ghost'	'Ground', 'Steel'	'Dark', 'Fairy'	1.0, 2.0	0.5, 1.0
'Water', 'Ghost'	'Flying', 'Ghost'	'Ghost', 'Fairy'	1.0, 2.0	1.0, 2.0
'Water', 'Ghost'	'Flying', 'Ghost'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Water', 'Ghost'	'Flying', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'Ghost'	'Rock', 'Steel'	'Dark', 'Fairy'	1.0, 2.0	0.5, 1.0
'Water', 'Ghost'	'Ghost', 'Dragon'	'Ghost', 'Steel'	0.5, 2.0	1.0, 2.0
'Water', 'Ghost'	'Ghost', 'Fairy'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Water', 'Ghost'	'Dragon', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Water', 'Dragon'	'Ice', 'Steel'	'Flying', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Dragon'	'Fighting', 'Steel'	'Flying', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Dragon'	'Fighting', 'Steel'	'Psychic', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Dragon'	'Bug', 'Steel'	'Dark', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Dragon'	'Ghost', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Dragon'	'Dark', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Dark'	'Water', 'None_Type'	'Ice', 'Dragon'	0.5, 1.0	0.5, 1.0
'Water', 'Dark'	'Water', 'None_Type'	'Dragon', 'Steel'	0.5, 1.0	0.5, 1.0
'Water', 'Dark'	'Grass', 'Flying'	'Poison', 'Ghost'	0.5, 1.0	1.0, 2.0
'Water', 'Dark'	'Grass', 'Flying'	'Flying', 'Ghost'	0.5, 1.0	1.0, 2.0
'Water', 'Dark'	'Grass', 'None_Type'	'Poison', 'Ghost'	0.5, 1.0	1.0, 2.0
'Water', 'Dark'	'Grass', 'None_Type'	'Flying', 'Ghost'	0.5, 1.0	1.0, 2.0
'Water', 'Dark'	'Ice', 'Ground'	'Poison', 'Fairy'	1.0, 2.0	0.5, 1.0
'Water', 'Dark'	'Poison', 'Ghost'	'Flying', 'Fairy'	1.0, 2.0	0.5, 1.0
'Water', 'Dark'	'Poison', 'Ghost'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Water', 'Dark'	'Poison', 'Dark'	'Flying', 'Dark'	0.5, 1.0	0.5, 1.0
'Water', 'Dark'	'Poison', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Dark'	'Poison', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'Dark'	'Ground', 'Steel'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Water', 'Dark'	'Flying', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Water', 'Dark'	'Flying', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'Dark'	'Bug', 'None_Type'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Water', 'Dark'	'Rock', 'Steel'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Water', 'Dark'	'Ghost', 'Steel'	'Dragon', 'Fairy'	1.0, 2.0	0.5
'Water', 'Dark'	'Dragon', 'Dark'	'Dark', 'Steel'	0.5	0.5, 1.0
'Water', 'Dark'	'Dragon', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Water', 'Steel'	'Electric', 'Ghost'	'Dark', 'Fairy'	0.5, 1.0	1.0, 2.0
'Water', 'Steel'	'Electric', 'Dark'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
'Water', 'Steel'	'Grass', 'Fighting'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
'Water', 'Steel'	'Grass', 'Ghost'	'Bug', 'None_Type'	0.5, 1.0	1.0
